country,ISO alpha-3 code,UN_region,UN_subregion,year,record,crop_land,grazing_land,forest_land,fishing_ground,built_up_land,carbon,total,Percapita GDP (2010 USD),population
Chile,CHL,Latin America and the Caribbean,South America,2014,EFImportsPerCap,0.368729115,0.212273355,0.105286841,0.0792173,0,0.996757817,1.762264428,14702,17763000
Chile,CHL,Latin America and the Caribbean,South America,2014,EFImportsTotGHA,6549587.638,3770526.607,1870168,1407105.188,0,17705010,31302397.44,14702,17763000
Chile,CHL,Latin America and the Caribbean,South America,2014,EFProdPerCap,0.326726464,0.247720367,2.044541883,0.382616877,0.108311411,1.571228245,4.681145247,14702,17763000
Chile,CHL,Latin America and the Caribbean,South America,2014,EFProdTotGHA,5803511.367,4400157.695,36316378.85,6796270.389,1923892.223,27909098.21,83149308.73,14702,17763000
Colombia,COL,Latin America and the Caribbean,South America,2014,BiocapPerCap,0.264543703,1.203520871,2.070103667,0.068873295,0.100967946,0,3.708009483,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,BiocapTotGHA,12642913.5,57517945.48,98933149.18,3291551.081,4825399.351,0,177210958.6,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFConsPerCap,0.37792367,0.515179266,0.163008808,0.040774159,0.100967946,0.715525098,1.913378947,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFConsTotGHA,18061500.68,24621137.56,7790418.872,1948654.102,4825399.351,34195945.05,91443055.62,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFExportsPerCap,0.062788335,0.041131064,0.008826855,0.013323865,0,0.165795034,0.291865153,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFExportsTotGHA,3000742.321,1965711.079,421847.7431,636766.1439,0,7923576.539,13948643.83,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFImportsPerCap,0.176168302,0.002321826,0.045808824,0.027591976,0,0.325321977,0.577212905,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFImportsTotGHA,8419329.495,110963.314,2189267.766,1318659.108,0,15547592.23,27585811.91,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFProdPerCap,0.264543703,0.553988504,0.126026838,0.026506049,0.100967946,0.555998155,1.628031196,7291.69,47791000
Colombia,COL,Latin America and the Caribbean,South America,2014,EFProdTotGHA,12642913.5,26475885.33,6022998.848,1266761.138,4825399.351,26571929.37,77805887.53,7291.69,47791000
Comoros,COM,Africa,Eastern Africa,2014,BiocapPerCap,,,,,,,0.334159352,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,BiocapTotGHA,,,,,,,257299.7032,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFConsPerCap,,,,,,,0.845711805,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFConsTotGHA,,,,,,,651190.5017,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFExportsPerCap,,,,,,,0.074234672,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFExportsTotGHA,,,,,,,57160.03178,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFImportsPerCap,,,,,,,0.187777221,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFImportsTotGHA,,,,,,,144586.7751,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFProdPerCap,,,,,,,0.732169256,779.84,770000
Comoros,COM,Africa,Eastern Africa,2014,EFProdTotGHA,,,,,,,563763.7583,779.84,770000
Congo,COG,Africa,Middle Africa,2014,BiocapPerCap,0.145769545,2.975135568,6.988249841,0.343191107,0.035368991,0,10.48771505,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,BiocapTotGHA,656685.9641,13402866.61,31481785.73,1546062.195,159335.8898,0,47246736.39,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFConsPerCap,0.263546141,0.105139208,0.311643793,0.115345537,0.035368991,0.383911224,1.214954894,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFConsTotGHA,1187264.813,473647.9221,1403942.81,519627.0262,159335.8898,1729504.691,5473323.152,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFExportsPerCap,0.004213296,0,0.148573506,0.000589543,0,0.130997454,0.2843738,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFExportsTotGHA,18980.72928,0,669317.6968,2655.869862,0,590138.2855,1281092.581,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFImportsPerCap,0.121989892,0.05871327,0.006388096,0.066061158,0,0.301299967,0.554452382,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFImportsTotGHA,549559.5784,264500.9303,28778.11564,297602.8701,0,1357344.286,2497785.781,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFProdPerCap,0.145769545,0.046425938,0.453829204,0.049873923,0.035368991,0.213608711,0.944876312,2922.97,4505000
Congo,COG,Africa,Middle Africa,2014,EFProdTotGHA,656685.9641,209146.9918,2044482.391,224680.0259,159335.8898,962298.6901,4256629.953,2922.97,4505000
Cook Islands,COK,Oceania,Polynesia,2014,BiocapPerCap,,,,,,,1.195920172,,21000
Cook Islands,COK,Oceania,Polynesia,2014,BiocapTotGHA,,,,,,,24785.44601,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFConsPerCap,,,,,,,5.956188429,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFConsTotGHA,,,,,,,123442.0075,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFExportsPerCap,,,,,,,1.303383664,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFExportsTotGHA,,,,,,,27012.62694,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFImportsPerCap,,,,,,,1.651260959,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFImportsTotGHA,,,,,,,34222.384,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFProdPerCap,,,,,,,5.608311134,,21000
Cook Islands,COK,Oceania,Polynesia,2014,EFProdTotGHA,,,,,,,116232.2504,,21000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,BiocapPerCap,0.410395689,0.303944103,0.645637339,0.120995685,0.103832896,0,1.584805712,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,BiocapTotGHA,1952502.579,1446047.463,3071690.571,575650.2641,493996.4079,0,7539887.285,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFConsPerCap,0.346287704,0.221517516,0.693629151,0.085913117,0.103832896,1.059442603,2.510622986,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFConsTotGHA,1647501.794,1053893.919,3300016.892,408741.091,493996.4079,5040414.578,11944564.68,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFExportsPerCap,0.391085595,0.119500463,0.035485971,0.047367004,0,0.404668683,0.998107718,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFExportsTotGHA,1860632.686,568536.5831,168828.4071,225353.7272,0,1925255.719,4748607.122,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFImportsPerCap,0.32697761,0.037073876,0.272283271,0.089345194,0,0.900585206,1.626265157,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFImportsTotGHA,1555631.901,176383.0393,1295417.575,425069.5747,0,4284633.06,7737135.15,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFProdPerCap,0.410395689,0.303944103,0.456831852,0.043934927,0.103832896,0.56352608,1.882465547,9077.42,4758000
Costa Rica,CRI,Latin America and the Caribbean,Central America,2014,EFProdTotGHA,1952502.579,1446047.463,2173427.724,209025.2435,493996.4079,2681037.236,8956036.654,9077.42,4758000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,BiocapPerCap,0.278231007,0.090336658,0.233695729,0.165022492,0.027870361,0,0.795156247,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,BiocapTotGHA,3166018.339,1027949.832,2659246.976,1877807.377,317139.6157,0,9048162.14,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFConsPerCap,0.499563395,0.110695525,0.078662895,0.020467724,0.027870361,1.169212891,1.906472791,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFConsTotGHA,5684581.638,1259615.403,895112.9145,232904.2713,317139.6157,13304589.95,21693943.79,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFExportsPerCap,0.022031981,9.62E-05,0.005798848,0.002097392,0,0.040107591,0.070131998,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFExportsTotGHA,250704.1103,1094.51723,65985.66799,23866.43058,0,456388.2701,798038.9963,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFImportsPerCap,0.24336437,0.020455053,0.011043404,0.010789262,0,0.296476341,0.582128431,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFImportsTotGHA,2769267.41,232760.088,125663.9958,122772.0867,0,3373633.821,6624097.401,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFProdPerCap,0.278231007,0.090336658,0.073418338,0.011775854,0.027870361,0.91284414,1.394476359,6182.77,11379000
Cuba,CUB,Latin America and the Caribbean,Caribbean,2014,EFProdTotGHA,3166018.339,1027949.832,835434.5867,133998.6152,317139.6157,10387344.4,15867885.39,6182.77,11379000
Cyprus,CYP,Asia,Western Asia,2014,BiocapPerCap,,,,,,,0.243908148,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,BiocapTotGHA,,,,,,,281387.0818,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFConsPerCap,,,,,,,3.322262164,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFConsTotGHA,,,,,,,3832761.081,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFExportsPerCap,,,,,,,0.662553362,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFExportsTotGHA,,,,,,,764361.3345,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFImportsPerCap,,,,,,,1.957221074,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFImportsTotGHA,,,,,,,2257967.731,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFProdPerCap,,,,,,,2.027594452,26977.6,1154000
Cyprus,CYP,Asia,Western Asia,2014,EFProdTotGHA,,,,,,,2339154.685,26977.6,1154000
Azerbaijan,AZE,Asia,Western Asia,2014,BiocapPerCap,0.336213487,0.194118536,0.113214161,0.015032555,0.046346409,0,0.704925149,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,BiocapTotGHA,3237662.003,1869318.852,1090227.498,144760.2058,446305.7327,0,6788274.292,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFConsPerCap,0.54565389,0.216711052,0.092280446,0.008692314,0.046346409,1.259900838,2.169584949,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFConsTotGHA,5254527.071,2086879.81,888640.4225,83705.07583,446305.7327,12132568.24,20892626.35,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFExportsPerCap,0.039377044,0.002522042,0.000905253,4.83E-10,0,0.259670548,0.302474887,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFExportsTotGHA,379192.2802,24286.70565,8717.383585,0.00465077,0,2500570.323,2912766.697,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFImportsPerCap,0.248817448,0.025114557,0.076097149,0.008490431,0,0.373323621,0.731843206,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFImportsTotGHA,2396057.348,241847.6636,732798.8276,81760.98474,0,3595024.441,7047489.265,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFProdPerCap,0.336213487,0.194118536,0.01708855,0.000201884,0.046346409,1.146247765,1.74021663,6122.98,9630000
Azerbaijan,AZE,Asia,Western Asia,2014,EFProdTotGHA,3237662.003,1869318.852,164558.9785,1944.095738,446305.7327,11038114.12,16757903.78,6122.98,9630000
Benin,BEN,Africa,Western Africa,2014,BiocapPerCap,0.526021063,0.035140561,0.309530356,0.021470755,0.044122975,0,0.93628571,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,BiocapTotGHA,5575034.241,372437.2328,3280557.475,227557.7965,467637.3552,0,9923224.1,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFConsPerCap,0.597803238,0.036474016,0.243562481,0.077677267,0.044122975,0.356046809,1.355686787,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFConsTotGHA,6335817.616,386569.8589,2581396.959,823262.5144,467637.3552,3773562.11,14368246.41,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFExportsPerCap,0.101861433,0.002166061,0.027641187,0.000706144,0,0.02435238,0.156727205,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFExportsTotGHA,1079578.398,22956.99897,292955.116,7484.064058,0,258098.7003,1661073.277,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFImportsPerCap,0.173643607,0.003499516,0.003763655,0.056708991,0,0.208605597,0.446221367,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFImportsTotGHA,1840361.773,37089.62504,39889.09886,601030.2452,0,2210906.421,4729277.163,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFProdPerCap,0.526021063,0.035140561,0.267440013,0.021674419,0.044122975,0.171793592,1.066192624,833.662,10598000
Benin,BEN,Africa,Western Africa,2014,EFProdTotGHA,5575034.241,372437.2328,2834462.976,229716.3333,467637.3552,1820754.389,11300042.53,833.662,10598000
Denmark,DNK,Europe,Northern Europe,2014,BiocapPerCap,2.061550175,0.00767642,0.33856948,1.803498451,0.214075999,0,4.425370526,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,BiocapTotGHA,11641367.48,43347.97674,1911867.964,10184175.23,1208865.739,0,24989624.39,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFConsPerCap,1.253462935,0.490182317,1.068026138,0.725167126,0.214075999,3.376198571,7.127113086,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFConsTotGHA,7078179.728,2768010.475,6031036.692,4094946.174,1208865.739,19065055.38,40246094.19,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFExportsPerCap,1.998803009,0.027348964,0.186568058,1.559244391,0,2.479593487,6.251557909,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFExportsTotGHA,11287040.52,154436.8626,1053531.15,8804896.998,0,14002016.22,35301921.75,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFImportsPerCap,1.190715769,0.50985486,0.851032264,1.794992856,0,3.693664679,8.040260428,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFImportsTotGHA,6723852.762,2879099.361,4805694.007,10136144.98,0,20857754.71,45402545.83,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFProdPerCap,2.061550175,0.00767642,0.403561932,0.489418661,0.214075999,2.16212738,5.338410567,59437.9,5647000
Denmark,DNK,Europe,Northern Europe,2014,EFProdTotGHA,11641367.48,43347.97674,2278873.835,2763698.189,1208865.739,12209316.89,30145470.11,59437.9,5647000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,BiocapPerCap,,,,,,,1.049555575,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,BiocapTotGHA,,,,,,,75925.90343,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFConsPerCap,,,,,,,2.528567561,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFConsTotGHA,,,,,,,182919.1146,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFExportsPerCap,,,,,,,0.273154491,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFExportsTotGHA,,,,,,,19760.26997,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFImportsPerCap,,,,,,,1.497766309,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFImportsTotGHA,,,,,,,108349.9177,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFProdPerCap,,,,,,,1.303955743,6951.03,72000
Dominica,DMA,Latin America and the Caribbean,Caribbean,2014,EFProdTotGHA,,,,,,,94329.46687,6951.03,72000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,BiocapPerCap,0.249682211,0.110682757,0.158363519,0.024213031,0.052805086,0,0.595746604,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,BiocapTotGHA,2598168.221,1151753.743,1647915,251958.3858,549484.4697,0,6199279.819,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFConsPerCap,0.375748,0.114228909,0.109195991,0.033440047,0.052805086,0.903590589,1.589008623,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFConsTotGHA,3909996.264,1188654.644,1136282.61,347973.8026,549484.4697,9402673.66,16535065.45,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFExportsPerCap,0.093469015,0.001624996,0.003903812,0.003392356,0,0.23601503,0.338405208,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFExportsTotGHA,972629.2607,16909.54193,40622.67519,35300.51516,0,2455948.898,3521410.891,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFImportsPerCap,0.219534804,0.005171147,0.076432071,0.026145004,0,0.419695539,0.746978565,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFImportsTotGHA,2284457.304,53810.44348,795344.5143,272062.3067,0,4367309.97,7772984.538,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFProdPerCap,0.249682211,0.110682757,0.036667732,0.010687399,0.052805086,0.71991008,1.180435267,6193.76,10406000
Dominican Republic,DOM,Latin America and the Caribbean,Caribbean,2014,EFProdTotGHA,2598168.221,1151753.743,381560.7713,111212.0111,549484.4697,7491312.588,12283491.8,6193.76,10406000
Belarus,BLR,Europe,Eastern Europe,2014,BiocapPerCap,1.380207191,0.271239178,1.684471114,0.018151554,0.080584021,0,3.434653059,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,BiocapTotGHA,13112547.9,2576886.088,16003182.93,172447.3876,765582.0389,0,32630646.34,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFConsPerCap,1.170547809,0.141865813,0.856247425,0.094720912,0.080584021,2.348759357,4.692725336,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFConsTotGHA,11120695.72,1347784.794,8134710.092,899888.4434,765582.0389,22314200.18,44582861.27,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFExportsPerCap,0.440327471,0.191699532,0.427986525,0.049910018,0,1.358401487,2.468325032,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFExportsTotGHA,4183295.875,1821226.051,4066051.708,474166.1256,0,12905384.55,23450124.31,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFImportsPerCap,0.230668088,0.062326167,0.107552922,0.144347707,0,1.42883829,1.973733174,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFImportsTotGHA,2191443.701,592124.7574,1021797.925,1371363.835,0,13574563.75,18751293.97,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFProdPerCap,1.380207191,0.271239178,1.176681027,0.000283223,0.080584021,2.278322554,5.187317194,6664.1,9500000
Belarus,BLR,Europe,Eastern Europe,2014,EFProdTotGHA,13112547.9,2576886.088,11178963.87,2690.733565,765582.0389,21645020.98,49281691.61,6664.1,9500000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,BiocapPerCap,0.363882251,0.18591085,1.34210089,0.105493917,0.073946622,0,2.071334529,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,BiocapTotGHA,5786783.186,2956521.731,21343296.76,1677659.252,1175965.763,0,32940226.69,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFConsPerCap,0.31129936,0.1882282,0.238678551,0.071862493,0.073946622,1.159023818,2.043039044,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFConsTotGHA,4950562.708,2993374.315,3795681.22,1142822.07,1175965.763,18431840.33,32490246.41,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFExportsPerCap,0.181322321,0.000312274,0.049566852,0.716867858,0,0.251943717,1.200013023,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFExportsTotGHA,2883550.817,4966.057289,788256.7043,11400278.15,0,4006635.84,19083687.56,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFImportsPerCap,0.12873943,0.002629624,0.059058929,0.082775158,0,0.524674456,0.797877598,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFImportsTotGHA,2047330.339,41818.64184,939208.2686,1316365.1,0,8343845.61,12688567.96,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFProdPerCap,0.363882251,0.18591085,0.229186473,0.705955193,0.073946622,0.886293079,2.445174469,5428.71,15903000
Ecuador,ECU,Latin America and the Caribbean,South America,2014,EFProdTotGHA,5786783.186,2956521.731,3644729.656,11226735.12,1175965.763,14094630.56,38885366.01,5428.71,15903000
Egypt,EGY,Africa,Northern Africa,2014,BiocapPerCap,,,,,,,0.473452314,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,BiocapTotGHA,,,,,,,42411717.73,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFConsPerCap,,,,,,,1.984131934,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFConsTotGHA,,,,,,,177737949.6,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFExportsPerCap,,,,,,,0.177788338,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFExportsTotGHA,,,,,,,15926226.58,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFImportsPerCap,,,,,,,0.771464342,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFImportsTotGHA,,,,,,,69107546.73,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFProdPerCap,,,,,,,1.39045593,2608.38,89580000
Egypt,EGY,Africa,Northern Africa,2014,EFProdTotGHA,,,,,,,124556629.5,2608.38,89580000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,BiocapPerCap,0.258053147,0.1534627,0.04263535,0.115858751,0.043906953,0,0.6139169,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,BiocapTotGHA,1576113.777,937305.6615,260404.3497,707631.648,268170.9314,0,3749626.367,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFConsPerCap,0.403070006,0.205709888,0.411378395,0.180847516,0.043906953,0.752881332,1.997794089,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFConsTotGHA,2461834.688,1256416.331,2512579.92,1104564.178,268170.9314,4598380.811,12201946.86,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFExportsPerCap,0.110344248,0.003591662,0.013629231,0.078486921,0,0.219057147,0.425109209,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFExportsTotGHA,673950.6646,21936.83001,83243.38757,479375.3474,0,1337937.52,2596443.75,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFImportsPerCap,0.255361107,0.076534471,0.081855901,0.030561206,0,0.617390442,1.061703127,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFImportsTotGHA,1559671.576,467450.3521,499952.1024,186658.9823,0,3770841.754,6484574.766,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFProdPerCap,0.258053147,0.132767079,0.343151724,0.228773231,0.043906953,0.354548037,1.361200171,3668.2,6108000
El Salvador,SLV,Latin America and the Caribbean,Central America,2014,EFProdTotGHA,1576113.777,810902.8089,2095871.205,1397280.543,268170.9314,2165476.577,8313815.842,3668.2,6108000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,BiocapPerCap,0.124190568,0.132756097,2.710555414,0.913622752,0.025603543,0,3.906728373,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,BiocapTotGHA,101946.1753,108977.49,2225054.308,749979.2215,21017.56429,0,3206974.759,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFConsPerCap,0.312422564,0.021199995,0.260677684,0.160503738,0.025603543,2.239436681,3.019844205,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFConsTotGHA,256462.9993,17402.75787,213986.4032,131755.1127,21017.56429,1838320.002,2478944.839,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFExportsPerCap,0.00445207,0,0.427983548,0.000208407,0,0,0.432644025,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFExportsTotGHA,3654.637684,0,351325.2791,171.0783216,0,0,355150.9951,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFImportsPerCap,0.192684066,0.012686454,0.014030927,0.09022015,0,0,0.309621597,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFImportsTotGHA,158171.4617,10414.12028,11517.77748,74060.36838,0,0,254163.7278,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFProdPerCap,0.124190568,0.00851354,0.674630305,0.070491996,0.025603543,2.239436681,3.142866633,16028.3,821000
Equatorial Guinea,GNQ,Africa,Middle Africa,2014,EFProdTotGHA,101946.1753,6988.637591,553793.9048,57865.82264,21017.56429,1838320.002,2579932.107,16028.3,821000
Estonia,EST,Europe,Northern Europe,2014,BiocapPerCap,1.227841063,0.085793368,4.015790354,4.326054289,0.073213584,0,9.728692658,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,BiocapTotGHA,1616084.347,112921.2271,5285583.068,5693952.444,96363.7159,0,12804904.8,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFConsPerCap,0.644639283,0.126057297,2.845912859,0.072063433,0.073213584,3.203387418,6.965273874,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFConsTotGHA,848474.1928,165916.6078,3745790.367,94849.88656,96363.7159,4216298.363,9167693.133,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFExportsPerCap,1.121882325,0.076525197,2.728741989,0.441446865,0,4.837338084,9.20593446,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFExportsTotGHA,1476621.461,100722.4603,3591570.072,581032.3424,0,6366904.15,12116850.49,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFImportsPerCap,0.538680545,0.116789125,1.209319185,0.318066682,0,3.075132367,5.257987905,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFImportsTotGHA,709011.3073,153717.841,1591705.853,418639.3515,0,4047489.071,6920563.423,17453.4,1316000
Estonia,EST,Europe,Northern Europe,2014,EFProdPerCap,1.227841063,0.085793368,4.365335663,0.195443616,0.073213584,4.965593136,10.91322043,17453.4,1316000
